ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
29286315,2009-04-06 20:33:40 +0000,2009-05-23 14:38:05 +0000,12,0,2,2,7,barrielug,barrielug,false,false,The Barrie Ontario Canada Linux Users Group,"via @jimgeary: VLC player ""playlist"" ""additional sources"" shoutcast radio and tv choices nice find! :)",Barrie Ontario Canada,http://www.barrielug.org
3590140283,2015-09-08 18:13:49 +0000,2015-10-09 00:40:05 +0000,6,0,2,0,10,HomebrewHosting,HomebrewHostingClub,false,false,"A meetup of people in the Greater Toronto Area passionate about self hosting, in the same structure as the Homebrew Computer Club meetings.",Toronto Homebrew Hosting Club meeting is on 22 October at 7:30pm at @HackLabTO. https://t.co/aq0YX04OoJ,"Toronto, Ontario",http://homebrewhosting.club/
235193328,2011-01-07 15:53:54 +0000,2015-08-31 21:34:02 +0000,143,931,58,122,760,indiewebcamp,IndieWebCamp,false,false,"Rather than posting content on 3rd-party silos, we should all begin owning our data when we create it.","RT @t: ATT wifi injects ads http://t.co/Ifbi6Lx5AR
= I learned+deployed CSP https://t.co/ZcRAIJuEjT
You should too. #security (ttk.me t4cv2)","Portland, Oregon",http://indiewebcamp.com
2823148764,2014-09-21 02:04:24 +0000,2015-10-17 02:07:13 +0000,52,0,2,98,30,KWCrypto,KWCrypto,false,false,"for anyone who wants to ask questions, get answers, and participate in the discussion about interesting cryptography","#SecTor, The #Toronto Security Conference starts Monday, 19 October: https://t.co/ukHwNxaLUq @sectorca https://t.co/qMS25I2ow7",Kitchener-Waterloo,http://sobac.com/kwcrypto
2466742274,2014-04-27 22:06:02 +0000,2015-02-21 23:36:08 +0000,28,2,3,23,22,LondonLUG,LOLUG,false,false,"We are the London, Ontario user group for Linux enthusiasts.",New LOLUG meeting posted at http://t.co/AhFfIvP3Cn #lolug,"London, Ontario, Canada",http://lolug.ca
1081629660,2013-01-12 03:02:53 +0000,2015-07-09 14:34:14 +0000,16,0,2,5,8,MississaugaLUG,Mississauga LUG,false,false,Your Official Linux User Group for Mississauga.,Check out this post on how to multiline comments in bash - http://t.co/1IpzUBqqII,,http://mississaugalug.ca/
633427329,2012-07-12 01:04:14 +0000,2015-10-13 18:17:25 +0000,110,0,6,2,207,PythonToronto,Python Toronto,false,false,Python (neé Django) Toronto is Toronto's largest monthly Python meetup. Come join us! We'd love to meet you.,RT @wolever: We still have a talk slot open at @PythonToronto tomorrow! Come give you @PyConCa talk a practice run!,Toronto,http://www.meetup.com/Python-Toronto/
2463654482,2014-04-25 20:26:57 +0000,2015-10-14 12:16:35 +0000,960,1666,81,534,1873,TechTorontoOrg,Tech Toronto,false,false,Supporting the growing Toronto technology community. Knowledge + Network. Entrepreneurs | Startups | Finance | Ideas,Have you ever dreamt of working for one of Toronto's top tech #accelerators? @oneeleven_111 is hiring! #TechTO http://t.co/QbdsV2QczU,Toronto,http://www.techtoronto.org
822787866,2012-09-14 06:22:36 +0000,2015-10-19 17:26:18 +0000,2534,26,45,193,786,TorontoCrypto,Toronto Crypto,false,false,"Toronto's Privacy Advocacy                        IRC: http://t.co/xBSMKvyrhv  #torontocrypto
BTC: 1MGb1NfA6DtkCpBGTPA17MG6nrenoTo6ns",Chile Held Responsible for Abuses of Trial Rights Stemming from Military Dictatorship http://t.co/HUjLSoQLyn,"Toronto, Canada",https://www.torontocrypto.org/
